0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427819925.925551,0.0,0.0,29109.202680668728,0.20367370768525336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2602757568.9760203,56892933.545523316,0.0,9213.769538974822,0.3067135437335512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4382636401.77972,42291505.65437629,0.0,37305.43323390976,0.20214237477874122
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2471780647.0165997,6320800.309666242,84600000.0,54287.34302155218,0.20558274919034816
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3987810288.7370605,41148308.79076998,0.0,50434.598626483,0.23656577626050257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489765072.5274987,37255203.23710208,0.0,0.0,1.7246553828072662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,4947816713.529387,48139464.159698546,0.0,29152.478974004855,0.2682971631795873
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484340630.110459,0.0,84600000.0,44063.22217881856,0.2573732053065219
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484340630.110459,0.0,84600000.0,54742.073671567545,0.2058985642452175
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3319876453.87806,51986701.01654134,0.0,21754.34027140645,0.6004892546842958
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489765072.5274987,37255203.23710208,0.0,26702.078261295486,0.6208759378106158
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126936765.6426036,0.0,115300000.0,0.0,0.5868235525210751
0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,89031831.5168933,28752695.323928736,721500000.0,0.0,0.038252209877257706
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,5,0,0,7,0,0,4,0,4,4,0,0,4694693.644672721,190085334.05860835,121200000.0,31.94213744583227,0.00024155648168353662
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126936765.6426036,0.0,115300000.0,25764.78904594467,0.07041882630252899
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934865489.0202028,42291505.65437629,30700000.0,24720.609714768947,0.06359997102302829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,3,0,0,0,0,693680649.346602,72111990.47601657,0.0,11695.47305637041,0.04098640446146331
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,2,5,0,0,141909369.44226637,95531276.1740703,213300000.0,1742.7493416388884,0.023681656789006716
0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,3,0,1,0,29007895.20344067,105531353.79724327,594200000.0,735.6298281267241,0.0014543411888800926
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,735915836.152314,24198032.45136138,84600000.0,15920.54949530985,0.032935189866758745
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484340630.110459,0.0,84600000.0,26541.611477123657,0.6176956927356526
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,344220320.0429877,87889420.96764514,146000000.0,4432.660079394234,0.020963243879597693
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691436291.720473,0.0,236500000.0,6870.569516220826,0.11262111121337179
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,351660028.3578692,36031637.66426329,230600000.0,9803.73583595483,0.018401774882323526
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,4,7,2,0,0,0,59393754.091281734,97031990.94661298,624900000.0,752.3256861641898,0.00923047181841009
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,7,0,4,6,0,0,4694693.644672721,194906302.87363905,92100000.0,0.0,0.0016103765445569106
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,4,0,0,2,0,0,283610805.65527165,116520171.00998613,30700000.0,7418.202349326997,0.0146717215330156
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,3,0,0,163527372.31336713,107499818.93567076,92100000.0,0.0,0.07284359723731477
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,2,0,0,346394112.33540773,67242145.61858451,176700000.0,0.0,0.12238179670878015
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,535684565.4096933,56971613.97936691,115300000.0,10261.077951534382,0.024281904464398315
0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,254635421.36312902,41148308.79076998,267200000.0,0.0,0.12149231136888611
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,415766151.51317555,64244753.85590641,146000000.0,3311.6620533461037,0.0548027439286815
0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,285918285.6351931,39015701.403828174,267200000.0,5853.409187104757,0.019222241035762408
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,7,0,0,3,0,0,218940517.13643515,113834973.03768349,146000000.0,1327.0896935058731,0.010314106642928072
0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,106336396.66405016,74246079.10540655,351800000.0,0.0,0.02775254518421968
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,4,0,0,181475459.27252713,102196264.5740664,92100000.0,0.0,0.08723114876601057
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602506487.6379073,0.0,230600000.0,0.0,0.25009747383305225
0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139973682.70018983,0.0,594200000.0,0.0,0.06538757375525511
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,4,0,0,21615307.939279653,124782476.59526716,230600000.0,0.0,0.009832263580314476
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,233836065.68672368,7332080.219521779,382500000.0,3311.229672021287,0.033618455164714095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3987810288.7370605,40026981.31368371,0.0,40596.031091392564,0.29570722032562824
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602506487.6379073,0.0,230600000.0,14310.2741657046,0.037514621074957843
1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,8730026.28581237,115113043.93382363,467100000.0,0.0,0.0039473816942044195
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,0,5,0,1,4,0,0,68183537.54375955,163859392.71432343,84600000.0,0.0,0.028292409895918396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292269353.4880586,42291505.65437629,0.0,43222.73692171689,0.24884963620714606
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,4,0,2,3,0,0,199835242.4593795,96276222.89362058,419100000.0,925.9355986493069,0.009143011405247238
0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,234100851.8614968,14261651.781499248,351800000.0,0.0,0.11511672657711736
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,467660422.0511131,38493592.492773995,169200000.0,0.0,0.20094889515039546
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,0,0,7,0,0,3,7,0,0,0,0,48209178.56169897,106291846.08594488,532800000.0,645.6668800500591,0.007680706943356673
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2602757568.9760203,56892933.545523316,0.0,0.0,0.8519820659265309
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512796479.4657177,0.0,261300000.0,0.0,0.20110798452947545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2279294480.5788574,57354573.83472725,0.0,25808.31465132891,0.5962513763760855
0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511312069.0012324,0.0,267200000.0,0.0,0.19060115378423195
0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0,0,0,0,52941649.51260702,96325913.0829219,594200000.0,0.0,0.022534920080669305
0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,238568633.84267354,12857587.774250694,351800000.0,0.0,0.11608926989107451
0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,188014945.24396288,15444563.06553661,473000000.0,2326.229196736931,0.034084272669521506
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,2,7,0,0,30742052.992813837,178813095.59306297,115300000.0,0.0,0.014074760588889887
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,867278035.9456065,57554490.86442277,30700000.0,9696.023213325756,0.1382451745109067
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,0,1,5,0,0,176780765.6278544,99969186.86728534,92100000.0,2207.168372563071,0.03082347799972332
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,3,0,0,5,0,0,7,0,0,6,0,0,8730026.28581237,131176420.8589323,382500000.0,108.81943205801574,0.0014210574099135912
0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,164660154.64873403,38102632.62751743,473000000.0,2069.522763487961,0.027305924201391177
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,4,0,3,4,0,0,287663285.851477,124782476.59526716,84600000.0,1495.7945602427906,0.04593109941280533
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,7,0,0,0,0,0,488194991.55274534,71154585.32702257,84600000.0,5991.281550440868,0.07463681277917911
0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,2,3,0,0,127338949.66206527,71112653.17314088,382500000.0,2678.3990502313072,0.008443251455103608
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,477129759.9846299,38459684.232860625,236500000.0,4090.6675337100282,0.06431128932574728
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567412097.080127,32694901.094161935,30700000.0,14276.569987612631,0.13163465961384846
0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,3,0,0,3,0,0,4,2,2,3,0,0,1235640.0079635205,129444018.49402002,503700000.0,31.779196817261667,6.69614612988271e-05
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,4,0,0,5,0,0,5,0,3,5,0,0,13696542.644891314,182193769.36079472,30700000.0,130.45577830579998,0.0020872820114469677
0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,94486191.58307976,116914769.07743305,351800000.0,0.0,0.022809083153095714
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,7,1,0,5,0,0,47648968.04212732,140999423.86738563,169200000.0,1218.5212366788182,0.0026300190124979566
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,7,0,0,92578900.06400472,104622671.10701786,261300000.0,2076.846448597774,0.008725651656577727
1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,88088886.31797598,52059529.117770515,624900000.0,1121.449985197116,0.013548960881005177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,7,0,0,4,0,0,0,0,0,467660422.0511131,104634069.94358246,0.0,9863.764167272737,0.030142334272559322
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,521251678.08051246,66489538.10573767,30700000.0,0.0,0.19938300524453872
0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,4,0,0,0,0,0,89031831.5168933,71148431.05062851,419100000.0,0.0,0.038252209877257706
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,3,0,0,5,0,0,5,0,0,6,0,1,7,0,0,0.0,195012582.4675229,176700000.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3451540266.5710206,46950398.599267125,0.0,45785.08819212924,0.205415709542202
1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,4,0,0,3,0,0,1,0,2,3,0,0,7447039.650313476,121811556.07787097,812000000.0,125.64028956164077,0.0006064551904185105
0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99304120.30245931,0.0,842700000.0,2718.2376350358563,0.004799911861287581
0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,89031831.5168933,28752695.323928736,636900000.0,1130.5422529452521,0.013770795555812775
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,586808291.4837967,47205032.28497748,115300000.0,5981.543506274419,0.07318926639621227
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2471780647.0165997,6320800.309666242,84600000.0,0.0,1.7131895765862348
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,322919977.9967332,33490621.782781776,230600000.0,0.0,0.14965681324173774
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,2,3,0,0,36624084.74733043,99750446.75329626,624900000.0,839.590443888378,0.003516974651334396
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,153738020.51340207,144683763.71121776,61400000.0,4096.618448008624,0.0059291585185055826
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,642791816.2249808,30518832.761027623,205800000.0,6322.072251206577,0.0878570911465797
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,2,4,0,0,375248895.77621377,103299990.05841585,30700000.0,8343.670447288972,0.02281450308212009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4467813501.1332245,39015701.403828174,0.0,43326.133311211575,0.22560175340208616
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934865489.0202028,42291505.65437629,30700000.0,11985.750164736459,0.1907999130690849
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2283896031.425486,48612305.96404253,0.0,25888.35906604359,0.5966074967874118
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,564437365.2028838,55556046.84720135,115300000.0,5589.272901943162,0.07149651307067793
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2288082692.4567723,48612305.96404253,0.0,0.0,1.6581203106730031
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,275404645.26162684,81096439.39336431,61400000.0,6935.450478188837,0.016517543337649637
